medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
ibuprofeno comprimido ems,captopril,"Interações medicamento – medicamento O uso concomitante de qualquer AINE (anti-inflamatório não-esteroidal) com os seguintes fármacos deve ser evitado, especialmente nos casos de administração crônica: Ácido acetilsalicílico, , outros anti-inflamatórios não-esteroidais, corticosteróides como, glicocorticóides (cortisol, hidrocortizona, beclometasona, , metilpredinsolona, ), corticotrofina, agentes anticoagulantes ou trombolíticos (varfarina e heparina), inibidores de agregação plaquetária (clopidogrel, ticlopidina), hipoglicemiantes orais (metformina, , glicazida) ou insulina, anti-hipertensivos ( , enalapril, , propanolol) e , tiazídicos), ácido valproico (auranofina, aurotiomalato de sódio), plicamicina, compostos de ouro, , lítio, probenecida, inibidores da ECA (enzima conversora de angiotensina, como captopril, enalapril) e Recomenda-se precaução quando do uso concomitante do ibuprofeno com inibidores seletivos de recaptação da serotonina (ISRS, como fluoxetina, sertralina, paroxetina, citalopram), pelo risco aumentado de sangramento gastrintestinal.",1,fonte2,automatica,0.65
ibuprofeno comprimido prati donaduzzi,ibuprofeno,"Comprimido 400 mg Deve-se ter cautela ao administrar ibuprofeno em pacientes tratados com qualquer medicamento abaixo, já que interações medicamentosas foram reportadas em alguns pacientes: Anti-hipertensivos, (como inibidores da ECA) e diuréticos (efeito reduzido);",1,fonte2,automatica,0.65
ibuprofeno comprimido prati donaduzzi,aines,O uso concomitante de dois AINEs sistêmicos pode aumentar a frequência de úlceras gastrintestinais e sangramento.,1,fonte2,automatica,0.65
incoril,diltiazem,"Portanto, o Cloridrato de Cloridrato de Diltiazem deve ser administrado com cautela quando coadministrado com fármacos que podem ser metabolizados por esta enzima ou com fármacos que podem afetar a atividade desta enzima, como os descritos a seguir: Contraindicações para coadministração (não coadministre com os seguintes medicamentos): Asunaprevir, cloridrato de /asunaprevir/cloridrato de beclabuvir A concentração sanguínea de asunaprevir é aumentada.",1,fonte2,automatica,0.65
incoril,diltiazem,Este medicamento inibe a enzima CYP3A e o metabolismo da lomitapida é inibido Precauções para a coadministração (Cloridrato de Diltiazem deve ser administrado com cautela quando coadministrado com os seguintes medicamentos): Anti-hipertensivos (como derivados do nitrato) Os efeitos anti-hipertensivos podem ser intensificados.,1,fonte2,automatica,0.65
incoril,diltiazem,"A fenitoína pode estimular o metabolismo de Cloridrato de Diltiazem, diminuindo assim sua concentração sanguínea e consequentemente seu efeito Estatinas (usadas para tratamento das Aumento das concentrações plasmáticas das estatinas, que por sua vez leva a ocorrências de eventos adversos do tipo , miopatia e raros casos de rabdomiólise (antagonista do receptor H2) e antirretrovirais inibidores da protease ( , saquinavir) Inibem a enzima metabolizadora de cloridrato de Cloridrato de Diltiazem, podendo aumentar as concentrações sanguíneas de cloridrato de Cloridrato de Diltiazem.",2,fonte2,automatica,0.8
incoril,diltiazem,"Recomenda-se dosagem cuidadosa quando administradas concomitantemente e seu eletrocardiograma deve ser monitorado Relaxantes musculares (pancurônio) Cloridrato de Diltiazem pode inibir a liberação de acetilcolina das terminações pré-sinápticas da junção neuromuscular, intensificando os efeitos dos relaxantes musculares.",1,fonte2,automatica,0.65
incoril,rifampicina,"Deve se ter cautela na administração concomitante O Cloridrato de Diltiazem aumenta em 30% a biodisponibilidade da imipramina, portanto pacientes em uso concomitante desta medicação devem ser monitorados de perto quanto a sinais e sintomas de toxicidade da imipramina (medicamento antituberculose) Pode diminuir as concentrações sanguíneas de cloridrato de Cloridrato de Diltiazem, devido à indução da enzima metabolizadora de cloridrato de Cloridrato de Diltiazem pela rifampicina.",1,fonte2,automatica,0.65
incoril,diltiazem,"Deve se ter cautela na administração concomitante O Cloridrato de Diltiazem aumenta em 30% a biodisponibilidade da imipramina, portanto pacientes em uso concomitante desta medicação devem ser monitorados de perto quanto a sinais e sintomas de toxicidade da imipramina (medicamento antituberculose) Pode diminuir as concentrações sanguíneas de cloridrato de Cloridrato de Diltiazem, devido à indução da enzima metabolizadora de cloridrato de Cloridrato de Diltiazem pela rifampicina.",1,fonte2,automatica,0.65
incoril,diltiazem,"Se forem observadas anormalidades, pode ser necessário aumentar a dose do Cloridrato de Diltiazem ou trocar para outros fármacos Anti-inflamatórios, não hormonais, especialmente a Pode antagonizar o efeito do Cloridrato de Diltiazem Para todas as interações medicamentosas apresentadas neste tópico recomenda-se que os sintomas clínicos sejam periodicamente observados e em casos de anormalidades a dose deve ser reduzida ou o uso interrompido.",1,fonte2,automatica,0.65
infladex,digoxina,"Neste caso, recomenda-se monitoramento do nível de digoxina sérica. e agentes anti-hipertensivos Assim como outros AINEs, o uso concomitante de Diclofenaco Sódico com diuréticos ou anti-hipertensivos (ex.: betabloqueadores, inibidores da ECA), pode diminuir o efeito anti-hipertensivo.",1,fonte2,automatica,0.65
infladex,aines,"Neste caso, recomenda-se monitoramento do nível de digoxina sérica. e agentes anti-hipertensivos Assim como outros AINEs, o uso concomitante de Diclofenaco Sódico com diuréticos ou anti-hipertensivos (ex.: betabloqueadores, inibidores da ECA), pode diminuir o efeito anti-hipertensivo.",1,fonte2,automatica,0.65
infladex,ciclosporina,"Diclofenaco, assim como outros AINEs, pode aumentar a toxicidade nos rins, causada pela ciclosporina e tacrolimo, devido ao seu efeito nas prostaglandinas renais.",1,fonte2,automatica,0.65
infladex,aines,"Diclofenaco, assim como outros AINEs, pode aumentar a toxicidade nos rins, causada pela ciclosporina e tacrolimo, devido ao seu efeito nas prostaglandinas renais.",1,fonte2,automatica,0.65
infladex,ciclosporina,"Medicamentos conhecidos por causar O tratamento concomitante com diuréticos poupadores de potássio, ciclosporina, tacrolimo ou trimetoprima podem ser associados com o aumento dos níveis séricos de potássio, que deve ser monitorado frequentemente.",1,fonte2,automatica,0.65
infladex,aines,"Interações previstas a serem consideradas Outros AINEs e corticoides A administração concomitante de Diclofenaco Sódico com outros AINEs sistêmicos ou corticoides, pode aumentar a frequência de efeitos gastrintestinais indesejados.",1,fonte2,automatica,0.65
infladex,anticoagulantes,Anticoagulantes e agentes antiplaquetários Deve-se ter cautela no uso concomitante uma vez que pode aumentar o risco de hemorragias.,1,fonte2,automatica,0.65
infladex,aines,"Inibidores seletivos da recaptação da serotonina A administração concomitante com AINEs sistêmicos, incluindo Diclofenaco Sódico e inibidores seletivos da recaptação da serotonina, pode aumentar o risco de sangramento gastrintestinal.",1,fonte2,automatica,0.65
infladex,metotrexato,"Deve-se ter cautela quando AINEs, incluindo diclofenaco, são administrados menos de 24 horas antes ou após tratamento com metotrexato uma vez que pode elevar a concentração sérica do metotrexato, aumentando a sua toxicidade.",1,fonte2,automatica,0.65
infladex,aines,"Deve-se ter cautela quando AINEs, incluindo diclofenaco, são administrados menos de 24 horas antes ou após tratamento com metotrexato uma vez que pode elevar a concentração sérica do metotrexato, aumentando a sua toxicidade.",1,fonte2,automatica,0.65
inflalid,metotrexato,"Interação medicamento-medicamento Gravidade: Maior É necessário cautela se Inflalid for utilizado antes ou após 24 horas de tratamento com , pois o nível sérico do metotrexato pode aumentar, elevando sua toxicidade, risco de , trombocitopenia, anemia, nefrotoxicidade e ulceração de mucosa.",1,fonte2,automatica,0.65
inflalid,fluoxetina,"A associação de nimesulida com medicamentos como: , ardeparina, acebutolol, certoparina, citalopram, clopidogrel, clovoxamina, dalteparina, danaparoide, desirudina, duloxetina, enoxaparina, eptifibatida, escitalopram, famoxetina, flesinoxano, fluoxetina, Ginkgo biloba , heparina, levomilnaciprana, milnaciprana, nadroparina, nefazodona, parnaparina, paroxetina, polissulfato sódico de pentosana, , prasugrel, proteína C, reviparina, , ticlopidina, tinzaparina, venlafaxina, vilazodona, e zimeldina potencializa o risco de sangramento.",1,fonte2,automatica,0.65
isotrexin,eritromicina,"O uso concomitante de medicamentos tópicos com IsotretinoÍna + Eritromicina gel deve ser realizado com cautela devido à possibilidade de ocorrência de irritação cumulativa, principalmente se essas preparações tópicas contiverem agentes descamativos (por exemplo, peróxido de benzoíla) ou abrasivos.",1,fonte2,automatica,0.65
jalra,varfarina,"Como resultado desses estudos, não foi observada nenhuma interação de importância clínica com a administração simultânea da vildagliptina com outros antidiabéticos orais ( , pioglitazona, metformina), ou varfarina.",0,fonte2,automatica,0.85
jalra,metformina,"Como resultado desses estudos, não foi observada nenhuma interação de importância clínica com a administração simultânea da vildagliptina com outros antidiabéticos orais ( , pioglitazona, metformina), ou varfarina.",0,fonte2,automatica,0.85
jalra met,metformina,Nenhuma interação farmacocinética de relevância clínica tem sido observada na coadministração de vildagliptina (100 mg uma vez ao dia) com cloridrato de metformina (1.000 mg uma vez ao dia).,0,fonte2,automatica,0.85
jalra met,varfarina,"Como resultado desses estudos, não foi observada nenhuma interação de relevância clínica com a coadministração da vildagliptina com outros antidiabéticos orais ( , pioglitazona, cloridrato de metformina), ou varfarina.",0,fonte2,automatica,0.85
jalra met,metformina,"Como resultado desses estudos, não foi observada nenhuma interação de relevância clínica com a coadministração da vildagliptina com outros antidiabéticos orais ( , pioglitazona, cloridrato de metformina), ou varfarina.",0,fonte2,automatica,0.85
jalra met,metformina,"Embora tais interações permaneçam teóricas (exceto para a cimetidina), é recomendado o monitoramento dos pacientes e das doses de medicamentos contendo metformina (como Vildagliptina + Cloridrato de Metformina) e dessas medicações.",1,fonte2,automatica,0.65
jalra met,cimetidina,"Embora tais interações permaneçam teóricas (exceto para a cimetidina), é recomendado o monitoramento dos pacientes e das doses de medicamentos contendo metformina (como Vildagliptina + Cloridrato de Metformina) e dessas medicações.",1,fonte2,automatica,0.65
jalra met,aines,"Outras – Alguns fármacos podem afetar negativamente a função renal, o que pode aumentar o risco de acidose lática, como por exemplo, AINEs, incluindo inibidores seletivos da cicloxigenase (COX) II, inibidores da ECA, receptores antagonistas de angiotensina II e , especialmente diuréticos de alça.",1,fonte2,automatica,0.65
jalra met,metformina,"Quando iniciar ou usar tais produtos em combinação com fármacos contendo metformina (como Vildagliptina + Cloridrato de Metformina), é necessário monitorar de perto a função renal.",1,fonte2,automatica,0.75
jalra met,metformina,É recomendado monitorar o controle glicêmico e ajustar a dose de metformina quando tais fármacos são administrados ou descontinuados para esses pacientes.,1,fonte2,automatica,0.75
jardiance duo,hidroclorotiazida,A empagliflozina pode aumentar o efeito diurético de medicamentos tiazídicos (ex. hidroclorotiazida) e de diuréticos de alça (ex. furosemida) levando a um aumento do risco de desidratação e de queda da pressão arterial.,1,fonte2,automatica,0.65
jardiance duo,furosemida,A empagliflozina pode aumentar o efeito diurético de medicamentos tiazídicos (ex. hidroclorotiazida) e de diuréticos de alça (ex. furosemida) levando a um aumento do risco de desidratação e de queda da pressão arterial.,1,fonte2,automatica,0.65
jardiance duo,ibuprofeno,"Alguns medicamentos podem afetar negativamente a função renal, o que pode aumentar o risco de acidose láctica, como os anti-inflamatórios não esteroides (por exemplo, diclofenaco, ibuprofeno), inibidores seletivos da ciclooxigenase-2, inibidores da ECA (como e enalapril), antagonistas dos receptores da angiotensina II (como losartana), diuréticos (como hidroclorotiazida, furosemida).",1,fonte2,automatica,0.65
jardiance duo,losartana,"Alguns medicamentos podem afetar negativamente a função renal, o que pode aumentar o risco de acidose láctica, como os anti-inflamatórios não esteroides (por exemplo, diclofenaco, ibuprofeno), inibidores seletivos da ciclooxigenase-2, inibidores da ECA (como e enalapril), antagonistas dos receptores da angiotensina II (como losartana), diuréticos (como hidroclorotiazida, furosemida).",1,fonte2,automatica,0.65
jardiance duo,hidroclorotiazida,"Alguns medicamentos podem afetar negativamente a função renal, o que pode aumentar o risco de acidose láctica, como os anti-inflamatórios não esteroides (por exemplo, diclofenaco, ibuprofeno), inibidores seletivos da ciclooxigenase-2, inibidores da ECA (como e enalapril), antagonistas dos receptores da angiotensina II (como losartana), diuréticos (como hidroclorotiazida, furosemida).",1,fonte2,automatica,0.65
jardiance duo,furosemida,"Alguns medicamentos podem afetar negativamente a função renal, o que pode aumentar o risco de acidose láctica, como os anti-inflamatórios não esteroides (por exemplo, diclofenaco, ibuprofeno), inibidores seletivos da ciclooxigenase-2, inibidores da ECA (como e enalapril), antagonistas dos receptores da angiotensina II (como losartana), diuréticos (como hidroclorotiazida, furosemida).",1,fonte2,automatica,0.65
