medicamento,secao,texto,classe_sugerida,confianca_heuristica,medicamentos_detectados,score_prioridade,classe_manual
gliclazida,INTERAÇÕES MEDICAMENTOSAS,"Os efeitos hipoglicêmicos da gliclazida e sinais da baixa do nível de açúcar no sangue podem ocorrer quando você tomar um dos seguintes medicamentos: - outros medicamentos utilizados no tratamento da hiperglicemia (agentes antidiabéticos orais, agonistas dos receptores GLP -1 ou insulina); - antibiótico s (sulfonamidas, clarit romicina); ____ Modelo de bula - paciente gliclazida 30 mg e 60mg - medicamentos para tratar hipertensão ou insuficiência cardíaca ( betabloqueadores , inibidores da enzima de conversão da angiotensina como o captopril e o enalapril); - medicamentos para tratar infecções f úngicas (miconazol, fluconazol); - medicamentos para tratar úlceras estomacais ou duodenais ( antagonistas dos receptores H2); - medicamentos para tratar a depressão (inibidores da monoa minoxidase); - analgésicos ou antirreumáti cos (fenilbutazona, ibuprofeno); - medicamentos contendo álcool.",-1,-1.0,ibuprofeno; captopril; fluconazol; insulina; enalapril,15.0,1
losartana potássica hidroclorotiazida,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Losartana Não foram identificadas interações medicamentosas de significado clínico com os seguintes compostos avaliados nos estudos de farmacocinética clínica: hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital (veja Hidroclorotiazida, Álcool, Barbituratos ou Narcóticos , a seguir), cetoconazol e eritromicina.",-1,-1.0,varfarina; eritromicina; losartana; digoxina; cetoconazol,15.0,0
digoxina,INTERAÇÕES MEDICAMENTOSAS,"Os níveis séricos de digoxina podem aumentar devido à administração concomitante das seguintes d rogas: amiodarona, flecainida, prazosina, propafeno na, quinidina, espironolactona, antibióticos macrolídeos (como eritromicina e clari tromicina), tetraciclina e possivelmente outros ant ibióticos, gentamicina, itraconazol, quinina, trimetoprima, alprazolam, indometacina, pr opantelina, nefazodona, atorvastatina, ciclosporina , epoprostenol (transitório) e carvedilol.",-1,-1.0,ciclosporina; eritromicina; atorvastatina; itraconazol; amiodarona,15.0,1
acebrofilina,INTERAÇÕES MEDICAMENTOSAS,"O uso concomitante deste medicamento com antibiótic os macrolídeos (eritromicina), algumas quinolonas c omo norfloxacino e ciprofloxacino, anti-histamínicos H 2 (cimetidina, ranitidina, famotidina), alopurinol, diltiazem e ipriflavona, pode retardar a eliminação da teofilina, aumentando o risco de intoxicação pela m esma.",-1,-1.0,alopurinol; eritromicina; diltiazem; cimetidina; ranitidina,15.0,1
cloridrato de verapamil,INTERAÇÕES MEDICAMENTOSAS,"Ver bula de colchicina Antibacterianos claritromicina Possível aumento dos níveis de verap amil --- eritromicina Possível aumento dos níveis de verapam il --- rifampicina Diminui ASC (~97%), C máx (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapa mil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e C máx (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e C máx da buspirona em 3-4 vezes --- midazolam Aumenta ASC (~3 vezes) e C máx (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e C máx (~41%) do metoprolol em pacientes com angina Vide ADVERTÊNCIAS E PRECAUÇÕES propranolol Aumenta ASC (65%) e C máx (94%) de propranolol em pacientes com angina Glicosídeos Cardíacos digitoxina Diminui depuração total (~27%) e depuração extra renal (~29%) da digitoxina --- Cloridrato de verapamil_bula_profissional 6 digoxina Indivíduos saudáveis: aumenta C máx da digoxina em ~ 44%, aumenta C 12h da digoxina (~53%), C ss da digoxina em ~44%, e aumenta ASC da digoxina em ~50% Reduzir a dose de digoxina.",-1,-1.0,eritromicina; claritromicina; digoxina; rifampicina; fenobarbital,15.0,1
losartana potássica,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Nos estudos clínicos de farmacocinética realizados com hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital, ceto conazol e eritromicina, não foram identificadas interações medicamentosas de importância clínica.",-1,-1.0,varfarina; eritromicina; digoxina; fenobarbital; hidroclorotiazida,15.0,0
ibuprofeno,INTERAÇÕES MEDICAMENTOSAS,"O uso concomitante de qualquer AINE com os seguintes fármacos deve ser evitado, especialmente nos casos de administração crônica: ácido acetilsalicílico, paracetamol, colchicina, iodeto s, medicamentos fotossensibilizantes, outros anti -inflamatórios não esteroides, corticosteroides, corticotrofina, uroquinase, hipoglicemiantes orais ou insulina, anti -hipertensivos e diuréticos, ácido valpróico, plicamicina, sais de ouro, ciclosporina, lít io, probenecida, inibidores da ECA, agentes anticoagulantes ou trombolíticos, inibidores de agregação plaquetária, cardiotônicos digitálicos, digoxina e metotrexato.",-1,-1.0,probenecida; ciclosporina; paracetamol; digoxina; metotrexato,15.0,2
lanzoprazol claritromicina amoxicilina,INTERAÇÕES MEDICAMENTOSAS,"São exemplos, mas não se resume a: anticoagulantes orais (ex. varfarina), alcaloides do ergot, alprazolam, astemizol, carbamazepi na, cilostazol, cisaprida, metilprednisolona, omeprazol, pimozida, quinidina, sildenafila, sinvastatina, terfenadina, triazol am, tacrolimus, lovastatina, disopiramida, midazolam, ciclosporina, vimblastina e rifabutina.",-1,-1.0,varfarina; ciclosporina; omeprazol; sinvastatina; anticoagulantes,15.0,
risperidona,INTERAÇÕES MEDICAMENTOSAS,"No en tanto, como o ritonavir é um inibidor forte de CYP3A4 e um inibidor fraco de CYP 2D6, o ritonavir e inibidores de protease potencial izados com ritonavir podem aumentar as concentrações da fração antipsicótica a tiva da risperidona; betabloqueadores: alguns betabloqueadores podem aumentar as concentrações plasmáticas da risperidona, mas não d a fração antipsicótica ativa; bloqueadores de canal de cálcio: o verapamil, um inibidor moderado de CYP3A4 e um inibidor de P-gp, aumenta a concentração plasmática de risperidona e da fração antipsicótica ativa; glicosídeos digitálicos: a risperidona não demonstra efeito clinicamente sig nificativo na farmacocinética da digoxina; diuréticos: furosemida: (vide ADVERTÊNCIAS E PRECAUÇÕES ) o aumento da mortalidade em pacientes idosos com demência que estão recebendo tratamento concomitante com furosemida; medicamentos gastrintestinais: antagonistas de rece ptor H2: a cimetidina e a ranitidina, ambas inibidores fracos de CYP2D6 e CYP3A4, aumentaram a biodisponib ilidade da risperidona, mas apenas marginalmente aq uela da fração antipsicótica ativa; lítio: a risperidona não demonstra efeito clinicamente rel evante sobre a farmacocinética do lítio; antidepressivos tricíclicos e inibidores seletivos da recaptação de serotonina: a fluoxetina, um inibidor forte da CYP2D6, aumenta a concentração plasmática da risperidona, mas menos da fração antipsicótica ativ a.",-1,-1.0,fluoxetina; digoxina; furosemida; verapamil; cimetidina,15.0,1
lamotrigina,INTERAÇÕES MEDICAMENTOSAS,"Tabela 1: Efeito de drogas na concentração da lamot rigina (vide POSOLOGIA E MODO DE USAR): Drogas que aumentam a concentração da lamotrigina Drogas que reduzem a concentração da lamotrigina Drogas que têm pouco ou nenhum efeito na concentração da lamotrigina valproato carbamazepina fenitoína primidona fenobarbitona rifampicina lopinavir/ritonavir atazanavir/ritonavir* associação de etinilestradiol/levonorgestrel* lítio bupropiona olanzapina oxcarbazepina felbamato gapabentina levetiracetam pregabalina topiramato zonisamida aripripazol lacosamida perampanel paracetamol *Para orientações de dosagem, vide POSOLOGIA E MODO DE USAR – Recomendações posológica s gerais para populações de pacientes especiais , adicionalmente para mulheres tomando contraceptiv os orais vide também ADVERTÊNCIAS E PRECAUÇÕES – Contraceptivos hormonais .",-1,-1.0,paracetamol; carbamazepina; rifampicina; olanzapina; contraceptivos,15.0,1
cloridrato de moxifloxacino,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino: atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclamida, itraconazol, digoxina, morfi na, probenecida.",-1,-1.0,probenecida; ciclosporina; digoxina; itraconazol; glibenclamida,15.0,0
candesartana cilexetila,INTERAÇÕES MEDICAMENTOSAS,"Candesartana cilexetila_bula_ profissional 7 As seguintes substâncias foram investigadas em estudos de farmacocinética clínica: hidroclorotiazida, varfarina, digoxina, contraceptivos orais (etinilestradiol/levonorgestrel), glibenclamida, nifedipino e enalapril.",-1,-1.0,varfarina; digoxina; glibenclamida; hidroclorotiazida; nifedipino,15.0,
losartana potássica hidroclorotiazida,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Losartana Losartana potássica_Hidroclorotiazida_bula_profissi onal 10 Não foram identificadas interações medicamentosas d e significado clínico com os seguintes compostos av aliados nos estudos de farmacocinética clínica: hidroclorotiazida, digoxin a, varfarina, cimetidina, fenobarbital (vide Hidroclorotiazida - Álcool, barbituratos ou narcóticos, a seguir), cetoconazol e eritromicina.",-1,-1.0,varfarina; eritromicina; losartana; cetoconazol; fenobarbital,15.0,0
drospirenona etinilestradiol,INTERAÇÕES MEDICAMENTOSAS,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, antibióticos macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de tor anja ( grapefruit ) podem aumentar as concentrações plasmáticas d e estrogênio ou progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; fluconazol; itraconazol; diltiazem,15.0,1
drospirenona etinilestradiol,INTERAÇÕES MEDICAMENTOSAS,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, antibióticos macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de tor anja ( grapefruit ) podem aumentar as concentrações plasmáticas d e estrogênio ou progestógeno ou de ambos.",-1,-1.0,eritromicina; claritromicina; fluconazol; itraconazol; diltiazem,15.0,1
candesartana cilexetila hidroclorotiazida,INTERAÇÕES MEDICAMENTOSAS,"As substâncias que foram investigadas com candesartana cilexetila em estudos de farmacocinética clí nica incluem: hidroclorotiazida, varfarina, digoxina, contraceptivos orais (etinilestradiol/levonorgestrel), glibenclamida e nifedipino.",-1,-1.0,varfarina; digoxina; glibenclamida; hidroclorotiazida; nifedipino,15.0,
valsartana,INTERAÇÕES MEDICAMENTOSAS,"Entre os fármacos com os quais se realizaram estudos clínicos incluem -se: cimetidina, varfarina, furosemida, digoxina, atenolol, indometacina, hidroclorotiazida, anlodipino e glibenclamida.",-1,-1.0,varfarina; digoxina; glibenclamida; hidroclorotiazida; furosemida,15.0,
telmisartana,ADVERTÊNCIAS E PRECAUÇÕES,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",-1,-1.0,varfarina; ibuprofeno; paracetamol; sinvastatina; digoxina,15.0,0
ibuprofeno,INTERAÇÕES MEDICAMENTOSAS,"O uso concomitante de qualquer AINE com os seguintes fármacos deve ser evitado, especialmente nos casos de administração crôn ica: ácido acetilsalicílico por problema do coração ou acidente vascular cerebral (AVC), já que, nesses casos, o ibuprofeno pode d iminuir o efeito esperado, outros AINEs, corticosteroides, glicocorticoides, agentes anticoagulantes ou trombolíticos, inibidores de agregação plaquetária, hipoglicemiantes orais ou insulina, anti -hipertensivos e diuréticos, ácido valproico, ciclosporina, m etotrexato, probenecida e digoxina.",-1,-1.0,probenecida; ciclosporina; digoxina; insulina; valproico,15.0,2
vildagliptina cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"Como resultado desses estudos, não foi observada nenhuma inter ação de relevância clínica com a coadministração da vildagliptina com outros antidiabéticos orais (glibenclamida, pioglitazona, cl oridrato de metformina), anlodipino, digoxina, ramipril, sinvastatina, valsartana ou varfarina. cloridrato de metformina As interações seguintes são conhecidas sobre metformina: furosemida – a furosemida aumentou a Cmáx e a ASC sanguínea de metformina sem alterar sua depuração renal.",-1,-1.0,varfarina; metformina; sinvastatina; digoxina; glibenclamida,15.0,1
cloridrato de verapamil,ADVERTÊNCIAS E PRECAUÇÕES,"Vide bula de colchicina Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapamil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e Cmax (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e Cmax da buspirona em 3 -4 vezes --- midazolam Aumenta ASC (~3 vezes) e Cmax (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e Cmax (~41%) do metoprolol em pacientes com angina Vide “ADVERTÊNCIAS E PRECAUÇÕES ” propranolol Aumenta ASC (65%) e Cmax.",-1,-1.0,eritromicina; claritromicina; rifampicina; fenobarbital; verapamil,15.0,1
digoxina,INTERAÇÕES MEDICAMENTOSAS,"Os níveis séricos da digoxina podem ser AUMENTADOS pela administração concomitante das seguintes drogas: amiodarona, flecainida, prazosina, propafenona, quinidina, e spironolactona, antibióticos macrolídeos (p.ex.: eritromicina e claritromicina), tetraciclina, (e possivelmente outros antibióticos), gentamicina, itraconazol, quinina, trimetoprima, alprazolam, indometacina, propantelina, nefazodona, atorvastatina, ciclos porina, epoprostenol (transitório) e carvedilol .",-1,-1.0,eritromicina; claritromicina; atorvastatina; itraconazol; amiodarona,15.0,1
cloridrato de hidroxizina,INTERAÇÕES MEDICAMENTOSAS,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas estes ): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, am itriptilina, imipramina, maprotilina); - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo t; - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5- HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosina quinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostate (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",-1,-1.0,eritromicina; claritromicina; fluoxetina; cetoconazol; fluconazol,15.0,2
